,date_active
,max
user_id,
f0472baf-6a7f-467b-82a4-1fed816aa032,5/23/2016
f053d7ae-0e59-4995-819f-bc7d7b974762,9/30/2016
f0610d2e-a0cf-4e2e-95cf-83df47ca9acd,5/30/2016
f07cfaf3-5c22-4c9d-9c9b-097ea720322d,2/27/2017
f0d331cf-177b-4e9c-bd1c-135e232a6536,12/9/2016
f0da871b-f191-4106-b170-e26cc32e7108,2/14/2017
f0ea56ef-f7d7-4199-b8b8-3d368172f5cb,5/31/2016
f100f204-d33d-43c8-b7c6-9f2fd15a1b05,7/15/2016
f1c1cb1e-f675-4e03-9f05-3022cf5d9546,5/24/2016
f1d50892-c8f3-415f-bd06-a370fe85f1f8,5/25/2016
f1fc3dd2-3427-4605-b495-663f147d6b3b,8/1/2016
f1fde72f-cc51-45ae-a69f-cf100db8d464,5/23/2017
f20f5884-afa9-451a-be26-36152fad56cb,5/21/2016
f26eb537-a8d5-40c8-bc8d-e5d233f7d6c9,6/7/2016
f2cbbc45-720f-44de-9d95-6cc4161a3b77,1/11/2017
f2deb1eb-0e1e-47c1-aa9d-972191265d19,5/20/2016
f329ad2f-02c8-4997-ab5f-b5a7ce72bd89,10/14/2016
f32b6335-9ecd-40cc-ad2d-836c0392d49c,7/25/2016
f330240a-916b-4d4d-b1f5-405f23f467ac,5/16/2016
f3519e07-3d41-45d6-899f-f32c57ca9404,6/14/2016
f36f5f71-64fe-4a70-a1d1-687c9593370c,2/2/2017
f389d6a8-4c9b-44a9-8682-a94ea6f9e521,12/7/2016
f3aa0c21-ebde-47a4-ad2f-0e6ad99c5712,12/26/2016
f48a692d-f76f-49a4-8d83-2a54acc17cdd,6/1/2016
f4fc674f-1927-4824-aefa-6ec0d936a97a,7/16/2016
f50588a0-48d3-490e-ab5c-516a77eebe22,5/20/2016
f57a9809-9ff2-45cf-b40b-ac24a8c20801,4/6/2017
f5a713c6-9256-449d-bcde-992512c10749,5/24/2016
f6053acd-bae6-47a2-bcc3-5ae7c36ee94d,11/21/2016
f61b4671-c509-4b6b-a470-dcaac29325a7,1/18/2017
f62935ed-fbf3-4f71-a0ef-2424db72d72d,6/18/2016
f6417e0f-859a-41c7-9977-a858aabe822a,7/28/2016
f64be69b-df62-4d41-934e-a0575d9a27e1,3/28/2016
f65a6354-f4c9-4a6c-b93c-c56c43f747a8,5/27/2016
f6bcc900-ccd2-4765-9a17-b937c925de60,5/21/2016
f748a9e6-34ee-423c-80d7-ea8be9e893b9,5/20/2016
f74a9746-e0c2-4fe8-9f98-39c15e8c9cb9,2/20/2017
f86bc288-4ed4-4900-bd73-379ee2ca11d9,2/1/2017
f891f117-9232-40be-85f4-d3ad4b8e3d32,1/24/2017
f8a916e7-1cf5-49c2-91b5-81c31d763964,9/5/2016
f8f283f6-a095-447c-8c08-8854fd79ea5e,4/11/2016
f8f70ef6-d06f-4d08-8c72-9b163cbdc610,9/4/2016
f915e207-1a71-463e-bf32-4878adbe6cb8,5/25/2016
f91bec22-0f22-4344-a7dd-dcba7fcb6569,6/7/2016
f948783e-8345-4d2a-b4c0-a2de140c57b7,6/7/2016
f95aecb7-c4f0-4de2-beca-b65ae3accad6,7/8/2016
f9654c2d-3bdd-4786-9ad1-3eec4253bc69,1/15/2017
f966fa3b-64fa-4ada-ad62-4d74932805c1,2/26/2017
f980126d-2ce8-4423-9181-053eaff653ca,3/30/2017
f993c1d3-a81e-46da-ac7a-38dd3578d9ee,7/24/2016
facbe8dd-3c72-434d-a08e-765d16757313,4/11/2016
fad977f7-46dc-42db-a7ce-14be03a5e5f2,10/1/2016
fb9ea576-86c2-4c75-9c45-ed79007034e0,6/25/2016
fba1e101-3e4b-4d30-b74d-0c31aabca306,5/29/2016
fbb53ee3-81ec-4033-bddf-8354e81b9530,12/29/2016
fbb5e671-4f9f-41e6-8532-b3ec9398b3b8,5/4/2017
fbc2c8ac-684e-49f3-a2c8-c508c1e58dc9,7/9/2016
fbcdc61d-4dea-4549-b699-d93c4c767317,5/25/2016
fbe86820-b97b-40d2-9978-f67dd885def9,4/13/2017
fbf53a86-b7bb-44e7-833f-4b7d2de97d88,6/14/2016
fc1fd371-c00a-4fb8-9eda-5ea9de8510bc,1/4/2017
fc33e68d-8dd2-4209-a702-94f9e23477c9,5/26/2016
fc554e1d-840e-42e3-b440-10c324ccb264,6/5/2016
fcb47a8d-1bca-488c-9499-5525efcfc06c,5/13/2017
fcd3c341-1f0c-4e78-89fa-23d2ef8fa6ec,2/23/2017
fce44b17-886d-4e48-8d83-18f8aec0d003,6/1/2017
fcf9e2f2-4a39-4247-9b28-f5dedeeabe24,8/23/2016
fcfc70d5-dd3c-48ba-a1d8-f358c71ecb98,2/22/2017
fd352729-e7eb-43a0-99bc-4eaf7bc4b531,5/24/2016
fd4c209c-a69a-4dba-817a-0680770e77fe,5/20/2016
fd5580c0-fe91-4dfc-98eb-21c13e6ebdcb,5/20/2016
fdb2a080-39dd-4800-9e96-4943d3b33635,4/28/2017
fdf09dcd-fb99-426f-a2e4-1492f3507fdf,5/23/2016
fdf2eed5-00f0-493f-a3d2-a39c796b75f9,10/7/2016
fdf9d196-4ae4-476f-b571-73aff7cb9edf,5/24/2016
fdfd0417-03df-45ff-95f9-74fdbf79c245,7/18/2016
fe3e4d1d-b612-4e19-b366-315ddc306376,12/3/2016
fe7ee463-0055-42e4-a9c8-b754996635f7,8/23/2016
fe8ac6f2-a1f1-4ffc-96da-7afb58211896,7/26/2016
feaa4d50-e22d-4976-8dc9-badd5868ca42,7/15/2016
ffab136f-07d8-4b90-b5bd-339d6fb736b9,4/3/2016
ffac3289-b278-4813-981f-91e4689fcc88,11/2/2016
